sex,pidate_mo,phealth,mhealth,worry,raceorig,ageworkforpay,marstat,educ,employ,age,hrswork,income,lifesat,sleep,selfesteem,worksatis,workdauth,workdemands,workcosupp,worksupsupp,workdiscrim,workineq,posworktofam,negworktofam,suppfam,strainfam,suppfriend,strainfriend,suppspouse,strainspouse,mindful,ratelife,rateday
FEMALE,6,FAIR,FAIR,ABOUT THE SAME,WHITE,18-22,MARRIED,ASSOC DEGREE,WORKING NOW,62,3,1500,8.75,10,38,10,13,7,10,15,6,2,6,4,4,1.25,4,1.25,3.5,1.5,33,10,9
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,70,40,25000,9.25,7,48,10,17,10,6,13,6,1,8,11,4,1,4,1,3,2,33,9,10
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,HOMEMAKER,43,NA,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,8,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,RETIRED,74,NA,52000,7.75,8,40,7,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.75,2,3.833333333,2,33,8,8
FEMALE,8,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,DIVORCED,BACHELOR'S DEGREE,WORKING NOW,50,50,72000,8.666666667,7,32,9,22,16,6,12,6,1.333333333,9,11,4,2,3.25,1.75,NA,NA,32,10,10
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,RETIRED,72,NA,20000,9.5,7,43,9,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,4,1,4,1.5,41,10,9
FEMALE,1,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,53,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,POOR,GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,HOMEMAKER,78,NA,0,8.5,7,35,10,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.25,2.75,2.25,3.666666667,2.5,35,8,9
FEMALE,5,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,75,8,10000,9.125,8,42,9,20,8,10,15,6,1,12,6,3.5,1,4,1,4,1,38,9,9
FEMALE,9,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,59,40,35000,8.25,6,40,7,16,13,10,15,6,1,9,9,3.75,2.25,4,1,4,2.333333333,38,9,8
MALE,7,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,65,40,60000,8.375,6.5,43,9,24,13,8,12,6,1.333333333,14,10,3.5,1.25,4,1,4,1.333333333,31,8,8
MALE,7,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,56,50,370000,8.5,7,28,8,25,13,9,15,6,1,13,10,3.75,1.5,3.75,1,4,2,29,9,9
FEMALE,11,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,ASSOC DEGREE,LOOKING FOR WORK/UNEMPLOYED,55,NA,25000,5.25,6,31,0,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,3.5,2,NA,NA,41,5,7
FEMALE,9,GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,45,12,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,SOME COLLEGE,NA,81,NA,30000,7,8,26,9,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,2.5,1.75,3.166666667,2.5,31,6,8
FEMALE,11,EXCELLENT,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,50,50,155500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME K12,WORKING NOW,53,40,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,VERY GOOD,LESS,WHITE,23-30,SEPARATED,HIGH SCHOOL/GED,RETIRED,71,NA,35000,8.5,8,42,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,4,1.5,NA,NA,33,9,9
MALE,8,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,58,NA,70000,7.125,8.5,36,5,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,2,1,4,2.333333333,27,9,9
FEMALE,6,GOOD,GOOD,LESS,OTHER (SPECIFY),18-22,DIVORCED,MASTER'S DEGREE,WORKING NOW,60,15,NA,8,7.5,44,9,28,14,8,14,10,1.5,8,12,3.75,2,4,2.25,NA,NA,33,8,8
MALE,6,GOOD,EXCELLENT,LESS,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,91,NA,50000,9,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,3.5,1,4,1.666666667,42,9,10
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,23-30,MARRIED,SOME COLLEGE,RETIRED,91,NA,2.00E+05,7.625,NA,36,6,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3.25,1,3.166666667,2.833333333,32,10,10
FEMALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,NA,DIVORCED,HIGH SCHOOL/GED,NA,65,NA,75000,9.333333333,8,47,10,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.25,2.75,1.25,NA,NA,27,9,10
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,BLACK AND/OR AFRICAN AMERICAN,18-22,NEVER MARRIED,DOCTORAL OR PROF DEGREE,RETIRED,69,NA,20000,7,6,47,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,3.25,2,NA,NA,37,9,8
FEMALE,6,GOOD,GOOD,LESS,OTHER (SPECIFY),18-22,MARRIED,SOME COLLEGE,WORKING NOW,51,40,38000,9.625,6,43,10,28,11,7,10,6,1,9,4,4,1.25,4,1,4,1.166666667,35,10,10
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,48,50,125000,8.875,8,48,9,29,17,10,13,9,1.166666667,10,12,4,2.25,4,2,4,1.833333333,41,9,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,WIDOWED,SOME COLLEGE,RETIRED,76,NA,1700,7,9.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.5,3.5,1,NA,NA,32,7,7
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,WIDOWED,HIGH SCHOOL/GED,RETIRED,75,NA,38000,8.75,7.5,43,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,3,1.5,4,1,33,10,10
MALE,8,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,59,45,130000,8.5,8,42,9,23,17,7,12,7,1,12,8,3.5,2,2.75,2,3.666666667,2.166666667,35,9,10
MALE,1,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,58,70,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,NEVER MARRIED,HIGH SCHOOL/GED,WORKING NOW,60,36,33000,7,6,45,7,21,5,NA,15,6,1.166666667,12,4,3.25,1,3,1,NA,NA,45,7,6
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,54,35,25000,8,9,35,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.75,3.5,2.5,3.833333333,3.166666667,37,9,9
FEMALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,23-30,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,69,6,NA,9.125,7,43,9,25,10,8,15,9,1.166666667,15,8,3.25,2,3.25,2,3.833333333,1.333333333,33,9,9
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,43,60,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,FAIR,MORE,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,SELF-EMPLOYED,73,25,8000,7.5,8,30,8,22,18,5,NA,6,1.833333333,18,14,3,3.75,3.75,2.25,NA,NA,36,7,8
FEMALE,7,VERY GOOD,VERY GOOD,LESS,OTHER (SPECIFY),18-22,MARRIED,MASTER'S DEGREE,RETIRED,66,NA,68000,9.125,9.5,41,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.25,3.25,2.5,3,2.333333333,36,9,8
MALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,RETIRED,78,NA,25000,8.375,8,39,8,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.75,2.25,1.75,3.833333333,1.833333333,31,8,8
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,HOMEMAKER,74,NA,6000,8.666666667,6.5,39,10,21,12,NA,NA,6,2.333333333,11,6,3.75,1,2.25,1.5,3.833333333,1.666666667,36,NA,NA
FEMALE,8,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,62,36,50000,9.5,5,34,10,17,10,NA,NA,NA,1.333333333,10,10,4,2,4,2,4,1.666666667,42,9,10
FEMALE,9,FAIR,FAIR,MORE,OTHER (SPECIFY),< 18,WIDOWED,SOME K12,LOOKING FOR WORK/UNEMPLOYED,74,NA,15120,4,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.5,2.75,NA,NA,41,3,5
MALE,6,VERY GOOD,VERY GOOD,NONE,WHITE,< 18,MARRIED,MASTER'S DEGREE,RETIRED,68,NA,80000,9.25,7,43,9,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,4,2,35,10,9
FEMALE,6,FAIR,FAIR,MORE,WHITE,NA,WIDOWED,ASSOC DEGREE,NA,75,NA,60000,7.5,5,32.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,4,2,NA,NA,27,NA,NA
FEMALE,7,GOOD,EXCELLENT,LESS,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,75,NA,NA,8.75,6,39,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,4,1.333333333,36,9,9
MALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,SELF-EMPLOYED,79,50,65000,8.75,7.5,39,10,29,12,NA,NA,6,1.666666667,12,11,3.5,1.5,2.75,2,3.666666667,2.333333333,29,8,7
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,BLACK AND/OR AFRICAN AMERICAN,NA,NEVER MARRIED,MASTER'S DEGREE,NA,73,NA,55000,7.5,8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.75,4,1.5,NA,NA,18,8,9
MALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,23-30,MARRIED,MASTER'S DEGREE,WORKING NOW,52,50,175000,9.375,6.5,43,9,27,20,8,12,10,1.333333333,14,12,3.5,2,3.25,1.5,3.833333333,2,42,9,8
FEMALE,6,FAIR,FAIR,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,55,25,12000,8.875,8,46,8,22,11,NA,NA,6,1.5,11,9,3,1.75,3,1.5,4,1.5,36,10,10
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,70,47,60000,8.75,7,40,10,23,9,8,12,6,1.333333333,13,6,3.75,2.5,3.25,2,4,2.666666667,NA,8,3
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,RETIRED,68,NA,50000,8.666666667,8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.25,3,2,3.833333333,2.666666667,34,9,8
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,54,55,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,SEPARATED,BACHELOR'S DEGREE,RETIRED,75,NA,60000,7.25,5,40,8,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.75,1.25,NA,NA,32,7,9
FEMALE,10,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,SOME COLLEGE,WORKING NOW,42,38,18000,5.666666667,6.5,30,5,17,16,7,12,18,3,8,14,3.5,3,2.75,2,NA,NA,27,6,6
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,DOCTORAL OR PROF DEGREE,RETIRED,57,NA,0,9.375,8,48,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,4,1.75,3.166666667,2.5,29,10,9
FEMALE,8,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,53,50,60000,9.375,8,NA,9,24,13,8,12,12,1.5,12,8,4,1,4,2,4,1,35,9,10
FEMALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,60,NA,34000,7.333333333,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,3.5,1.75,3.166666667,3.333333333,43,6,9
FEMALE,3,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,65,30,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,NA,74,10,25000,7.375,7.5,42,7,21,7,NA,NA,6,1.166666667,8,9,3.25,1.25,2.75,1.25,3.666666667,1.833333333,33,7,7
FEMALE,11,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,50,30,35000,8.125,5,29,9,21,14,6,9,10,2,12,12,3.5,2.75,3.25,2.5,3.666666667,2.5,35,8,8
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,OTHER (SPECIFY),18-22,MARRIED,HIGH SCHOOL/GED,HOMEMAKER,69,NA,1.00E+05,9.5,5,38,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3.5,1.5,4,1.5,44,10,10
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,DIVORCED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,71,10,120000,10,9,48,10,19,6,6,8,6,1,5,4,3.75,1,3.75,1,NA,NA,27,NA,10
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,ASSOC DEGREE,RETIRED,81,NA,12400,8.5,8,38,8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.5,3,1,NA,NA,45,8,8
FEMALE,7,EXCELLENT,VERY GOOD,LESS,WHITE,23-30,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,74,30,3.00E+05,8.5,6.5,41,9,25,15,8,NA,6,1,11,9,3.25,2.25,3,2,3.333333333,2,42,8,7
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,54,50,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,ASSOC DEGREE,WORKING NOW,58,40,90000,7.333333333,7.5,34,8,22,11,8,9,14,2,14,10,3.5,2,3.25,2.25,NA,NA,34,7,7
MALE,12,GOOD,GOOD,ABOUT THE SAME,NA,< 18,MARRIED,SOME COLLEGE,RETIRED,81,NA,40000,9,7.5,43,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.75,2.75,1.5,4,2.333333333,36,9,10
FEMALE,6,FAIR,VERY GOOD,LESS,NATIVE AMERICAN OR ALASKA NATIVE ALEUTIAN ISLANDER/ESKIMO,< 18,SEPARATED,SOME COLLEGE,WORKING NOW,60,32,47000,6.375,6,35,3,13,16,6,12,6,2.5,12,9,3.25,2.25,4,1,1.5,3.6,36,8,9
FEMALE,2,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,HOMEMAKER,60,NA,0,7.75,8,49,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,1,45,10,10
MALE,12,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,45,50,56000,7.25,8,43,5,22,15,10,5,18,1.333333333,6,11,3.5,2.5,4,2.75,4,2.666666667,44,8,8
MALE,6,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,82,NA,40000,7.375,6,40.6,10,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.75,3.75,2.5,NA,NA,NA,6,8
FEMALE,11,VERY GOOD,GOOD,MORE,WHITE,18-22,SEPARATED,HIGH SCHOOL/GED,NA,48,NA,0,4.875,7,23,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2.25,3.5,1.75,3.5,3.166666667,41,4,5
MALE,7,GOOD,VERY GOOD,LESS,WHITE,< 18,WIDOWED,SOME GRADUATE SCHOOL,RETIRED,78,NA,50000,9.25,8,47,10,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.25,3.5,1.25,NA,NA,29,9,5
FEMALE,7,GOOD,FAIR,MORE,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,47,17,40000,7.25,7,27,7,20,19,9,14,8,1.666666667,12,13,4,2.75,3.75,2.5,3.666666667,2.166666667,35,9,8
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,73,NA,28000,8.333333333,7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.25,1,1.25,3.833333333,2,32,9,7
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,OTHER (SPECIFY),18-22,MARRIED,SOME COLLEGE,WORKING NOW,63,20,40000,7.875,6,22,10,25,8,NA,11,6,1.333333333,11,4,3.75,2,3.75,1,4,2.166666667,35,6,6
FEMALE,6,GOOD,GOOD,MORE,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,51,40,60000,8,7,33,10,20,13,9,13,8,1.666666667,11,9,3.5,1.75,2.5,2,NA,NA,28,8,9
MALE,6,GOOD,GOOD,NA,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,80,NA,30000,7.25,8,35,7,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,1.25,1,3.666666667,2.166666667,32,7,8
FEMALE,7,GOOD,GOOD,MORE,WHITE,< 18,MARRIED,SOME K12,WORKING NOW,56,8,3000,6.875,3,28,3,23,13,NA,12,7,1.666666667,15,10,3.5,2.5,3.5,2,4,2.5,36,7,8
MALE,7,FAIR,GOOD,ABOUT THE SAME,NATIVE AMERICAN OR ALASKA NATIVE ALEUTIAN ISLANDER/ESKIMO,NA,MARRIED,SOME COLLEGE,NA,65,NA,35000,6.25,8,39.66666667,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,2.5,1.75,4,1.666666667,9,7,8
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,SOME GRADUATE SCHOOL,WORKING NOW,53,45,175000,7.25,6.5,29,7,28,15,8,13,13,1.666666667,10,12,3.75,2.25,2.75,1.75,4,2.166666667,27,7,6
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,SELF-EMPLOYED,71,30,55000,8.125,5,32,8,25,15,8,11,12,1.833333333,13,10,3,1.75,2.25,2.25,3.5,2.333333333,22,8,7
MALE,10,GOOD,GOOD,MORE,WHITE,< 18,MARRIED,MASTER'S DEGREE,NA,54,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,12,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,53,60,150000,9,8.5,42,10,27,16,8,15,6,1,14,12,3.5,3,4,2,3.5,2.333333333,45,9,8
FEMALE,7,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,80,20,12000,7,8,32,7,12,15,7,12,8,1.666666667,12,10,4,1,3,1,2.6,3,36,7,5
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,47,40,55000,7.75,8.5,45,6,24,18,7,10,12,1.5,12,12,3.75,2,2.75,2,3.333333333,2.666666667,36,8,8
FEMALE,9,POOR,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,OTHER,63,NA,600,5,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,1.166666667,33,2,4
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,WIDOWED,BACHELOR'S DEGREE,RETIRED,67,NA,135000,8.75,NA,37,9,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3.5,2,NA,NA,34,8,7
FEMALE,9,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,18-22,NEVER MARRIED,DOCTORAL OR PROF DEGREE,RETIRED,68,NA,60000,9.333333333,8,43,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.5,4,2,NA,NA,36,10,10
FEMALE,6,POOR,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,70,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,FAIR,FAIR,ABOUT THE SAME,WHITE,NA,MARRIED,SOME COLLEGE,NA,88,NA,35000,6.5,6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.25,2.75,2,3.666666667,2.666666667,32,5,7
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,63,40,24000,10,8,49,10,25,10,5,7,8,1,15,4,3.5,2,4,1,4,1.333333333,45,10,10
MALE,7,EXCELLENT,FAIR,MORE,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,SELF-EMPLOYED,71,20,12000,6.375,7,38,6,24,13,6,NA,9,2.333333333,15,12,2.75,2,2,2,3,2.333333333,32,5,7
FEMALE,6,GOOD,FAIR,MORE,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,44,23,18000,7.25,7,32,9,22,15,7,11,6,1.666666667,10,10,3.75,2.75,3.25,1.75,3.166666667,2.666666667,32,7,6
FEMALE,7,FAIR,FAIR,MORE,OTHER (SPECIFY),NA,DIVORCED,SOME COLLEGE,NA,59,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,EXCELLENT,LESS,BLACK AND/OR AFRICAN AMERICAN,< 18,NEVER MARRIED,SOME COLLEGE,WORKING NOW,54,45,35000,7,7,37,5,20,19,7,9,18,1.166666667,17,13,4,1.75,4,1.25,NA,NA,45,8,8
MALE,10,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,ASSOC DEGREE,SELF-EMPLOYED,50,40,7.00E+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,NA,WIDOWED,MASTER'S DEGREE,NA,82,NA,50000,8,6.5,40,10,NA,NA,NA,NA,NA,NA,NA,NA,3,2.25,2.75,2,NA,NA,38,8,8
FEMALE,8,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,66,25,38000,7.625,8,41,6,17,12,9,NA,6,1.5,12,7,3.5,2.25,3.75,1.75,3.666666667,2.166666667,34,7,9
MALE,6,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,PERMANENTLY DISABLED,62,NA,16000,7,8.5,32,6,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2,3.75,2.25,NA,NA,34,7,8
FEMALE,7,FAIR,GOOD,NONE,WHITE,NA,NEVER MARRIED,HIGH SCHOOL/GED,NA,91,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,LESS,WHITE,< 18,WIDOWED,SOME COLLEGE,RETIRED,74,NA,30000,6.666666667,9,40,9,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,3.75,1.5,NA,NA,33,5,5
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,ASSOC DEGREE,SELF-EMPLOYED,53,52,22000,8.125,7,31.5,8,28,17,NA,NA,7,2.666666667,7,11,3.75,1.75,3,2.25,3.5,2.166666667,33,8,9
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,SOME COLLEGE,SELF-EMPLOYED,69,15,NA,8.75,8,39,9,25,14,NA,NA,6,1.333333333,8,7,3.5,1.25,3,1.5,NA,NA,34,9,8
FEMALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,OTHER (SPECIFY),< 18,MARRIED,SOME COLLEGE,RETIRED,57,8,60000,8,7.25,41,10,14,7,8,15,9,1.833333333,7,4,4,1.75,3.75,1.75,3.166666667,2.333333333,44,8,8
FEMALE,6,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,65,40,44000,6.875,7,49,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,2,45,9,10
